playername,role
wolf_electric	,tank
  crimsonlucky0  ,assassin
neon-arrow5,mage
spiritblade72,mage
warden1,tank
knightwild65!!,healer
ghostbrave43,warrIOr
ghostsilver965,healer
crimson15,warrior
reapersilent,archer
falcon4,archer
electric,TaNk
ironwarden59,warrior
mystic,tank
knight,  tank
mystic_lucky,mage
"	frozenbrave1
",assassin
neonblade,mage
shadow,tank	
phoenix!!,healer
shadow,warrior
mysticneon,mage
"storm0
",healer
brave,tank
knightdragon,archer
shaDOw,mage
electric4,tank
blade6,healer
shadowarrow,tank
arcanesilver0,mage
wizard,mage
stealthiron2,warrior
" siLVeR-wiLD
",mage
"
ancientdragon2 ",tank
stealthfalcon9,warrior
furiouslucky4,tank
brave,mage
   furious0	 ##,mage
hunter5	,archer
phoenix.viper2,"	warrior
"
lucky212,assassin
neonrapid,healer
"
stealthfurious
",mage
arrowcrimson4,assassin
crimsonreaper6,archer
arcanesilver,warrior
niNja6,archer
stealthancient,warrior
eLECtrIC72,tank
ninja6,  tank  
mystic,mage
lucky,tank
furIoUs6,mage
raventiger39,tAnK
hunter.mystic9,tank
cosmic_falcon3,	assassin 
arcane844,assassin
golemwolf,   archer   
neon,archer
wardenknight2,archer
wild_arcane,TAnK
arcane_hunter,mage 
ancient,warrior
phoenix,assassin
ninja,healer
samurai389,mage
blade30,tank
samurai.iron17,assassin
ninja,healer
arcane.knight,assassin
WIZARd, healer	
crimson_shadow,healer
mysticarrow2 ,   tank	
cosmicsamurai,"
warrior
"
rapidstealth,assassin
falcon7,assassin
stealth.arcane,mage 
goldensamurai, assassin 
frozen,healer
	hunterancient   ,assassin!!
cosmic  ,mage
Blade,"
MAge "
rapid,HeALeR
crimsonstealth,archer
stealth_furiou,   warrior  
  blade  ,assassin
iron_lucky2,mage
ninja,TaNk
elECTRic,  assassin  
phoenixfalcon0," mage
"
silentreaper,healer
darkelectric,mage
furious.silver,tank
knight.spirit0,healer
hunteräöü,ArcHER
electricfrozen,archer
wolf,tank
crimson3,archer
neon,mage
dragon_neon,healer
"
shadow2   ",archer
viperarrow,archer
wolf,"   mage
"
  arcaneninja	,healer
	silentphoenix9  ,assassin
  spiritmystic6  ,healer
silentarRow0,mage
mysticcosmic,healer
frozentiger26,"tank
"
mysticwild8,warrior  
reaperfalcon1,mage
wolf9,tank
mystic,tank
ARcAneSiLVer75,warrior
frozenstealth3,healer   
mysticneon,tank
dragon_viper,healer
mystic,tank ##
reaperiron3,mage
neon65,warrior
stealth8,mage
spirit,"	warrior
"
shadow5,archer
electric_wild,archer
" goldenraven57
äöü",warrior
phoenix8,mage  
ancient_stealt,assassin
 wizardgolden3   ,assassin
	GOLden0	,tank
  arrow58,healer
bravelucky,   archer
dragonviper,aSsASSin
viper_furious,tank
shadow6,assassin
stealth2,mage
shadowcrimson0,assassin
falconknight,assassin
shadow,MAge
stealth4,tank
spirit1,healer
stealth.neon,healer
mystic,mage
knight5,   healer
tigerwild77   ,archer
"
wizardsilver65",archer
frozen4,healer
neon4,archer
brave ##,mage
dark8,   mage  
golden,healer
samurai,archer
silent7,tank
crimson6,archer
ninjafalcon,archer
blade0,healer
samurai-reaper,tank
   samuraiknight  ,mAGE
luckyancient7,healer
electricrapid5,warrior
	tiger,mage
silver,archer
bladE1  ,mage
ancient-ancien,mage
braveknight0,   healer  
mysticwizard,assassin
crimson4,archer
wild.frozen,warrior
frozen7,assassin
mysticelectric,"
tank"
arrow,healer
iron,archer
iron.samurai,healer
	spirit_mystic ,tank
spirit2,warrior
ancient9,archer
rapid,healer
tiger1,archer
lucky5,warrior
fuRIousfrOZEN,tank
bravesilver403,mage
silentarrow5,warrior
stormgolden,warrior
cosmic,tank
arrow-phoenix,	healer
myStICStORM," warrior
"
golem_shadow7,assassin
spiritshadow6,mage
   tigershadow23	,HeaLER
shadowdark,assassin
dragonreaper,warrior
raven,tank
ghostarcane6,assassin
brave,   assassin 
tiger,warrior
mysticspirit,MAgE
falconblade9  ,archer
luckyninja,mage
wizard10,archer
ironspirit,  warrior 
luckyancient8,healer
frozen-silent6,healer
shadowfurious,archer
silent4,healer
crimson	,   warrior  
brave,   warrior  
frozenneon4,tank
"
mystic3",assassin
vipersamurai4,aRCheR 
wardencrimson,archer
blade,healer
  electric6  ,warrior
furiousstealth,"
archer	"
shadowrapid,healer
electrichunter,assassin
gOLDEN,"
maGE
"
reapergolem,mage
furious,warrior
   ghost98	,"
warrior	"
darkfalcon,"	healer
"
ancient_phoeni,tank
arrow0,wArRIOr
tigeriron,   healer 
brave,mage
crimsonwild4,warrior
ancient,mage 
frozen9,healer
raven,assassin
wolf,healer
cosmic_golden,archer
silentdark8,tank
   darkninja   ,assassin
faLconCOSMiC,assassin
brave6,tank
ninja_falcon,archer
  electric-lucky   , healer	
arcaneblade,healer
wizard.spirit,healer
	cosmicdragon2	,mage
aNciEnt43,archer
mysticcosmic,healer
	TIGeRBRAVE   ,assassin
phoenixreaper,healer
iron,healer
mystic5,	healer	
falcon,warrior
wild8,assassin
mystic0,mage!!
   silentraven6 ,assassin
dark4,  assassin   
silentneon,mage
furiouscosmic7,tank
frozen_frozen,MAge
golden_hunter4,mage
"	TigeR8
",MAGe
wildninja,tank
iron0,archer
furious_furiou,tank
"
arcane-golden ",tank
silentcrimson8,archer
phoenix0,assassin
	bravebrave2,archer
rapidarcane,wARrIor
darKknIGHT9,mage
knightäöü,mage
silver2,mage
ironphoenix,tank
golem960,healer
dragon.wild3,archer
brave369,"
mage"
 brave3	,tank
dragonviper	,"
healer  "
ghost5 ,tank
brave414,  tank   
arcane79,maGe
arcanewild,AsSaSSiN
rapidghost,warrior
golden7,archer
cosmic2	,tank
iron-knight2,HEALER
 wardensamurai4  ,warrior
furious.golden,assassin
hunterstealth6,archer
"
furiouscrimson",mage
crimson9,	mage	
  falcon.shadow  ,assassin
 stealth75 ,	healer	
" frozenhunter
",tank
silentgolem3,"   warrior
"
wild-iron3,"	archer
"
bladephoenix4,archer
rapid4,assassin
hunter_blade,mage
  neonstorm9 ,mage	
bRaVe52,tank
wardenfrozen,tank
furious,assassin
warden1,tank
criMsoN,archer
wizard,archer
"
arrow_frozen6
",AssaSsin
ancientelectri,archer
fUrious.MystIc,archer
drAGON,MAGE
wArDEN3,archer
reaper_rapid6,healer
wizardgolden,mage
shadowwolf63,hEALeR
electric1,mage
golden.cosmic,tank
stealthlucky65,tank
furious,   warrior	
darkarcane,assassin
crimson4,"  archer
"
crimson12,healer
"
dragonfrozen4",healer
spirit_crimson, assassin 
shadow,mage
reaper7,assassin
braveelectric4,healer
storm-iron!!,archer
goldenneon610,assassin
wizard,healer
golem2,tank
tigerknight5,assassin
ancientdark3,mage
   sHaDoW   ,   assassin
rapid.warden,assassin
"   mystic4
",mage
samurai,"
tank
"
RAPId,  assassin   
crimson,tank
   samuraidragon7  ,assassin
ancient,assassin
stealth50,tank
ancient43,tank
   shadow.shadow,archeräöü
crimson3,warrior
tigerwizard428,archer
ravenshadow,healer
 darkmystic,mage
  wildcrimson92	,mage
golden153  ,mage
silver, mage
samurai.rapid9,assassin
" ghostrapid
",tank
ghost2, assassin  
wizard.wizard5,tank
  viper	,tank
goldentiger,archer
ghost,mage
wild-phoenix,   tank
knightsilver44,healer
lucky,assassin
  falcon  ,warrior
spirit70, healer 
  silentneon,warrior
electric,tank
viperfurious,archer
crimson40,healer
dragonfurious4,tank
silverphoenix6,  mage 
blade,warrIor
frozen_ghost27,warrior 
"   dragon
",archer
darkarcane,"   tank
"
ghost5,archer
viperstealth,mage
"  crimson93
",mAge
	silent ,archer
CriMSoNSamurAI,asSAssIn
wizardwild31,warrioräöü
MYstICShADOW,warrior
stealth,  archer   
knight1,tank
   mystic9,mage
  stealth.arcane,assassin
neonäöü,"   warrior
"
ironiron,ArcHER
golden,mage
"   hunter
",archer
storm61,assassin
phoenix-brave7,assassin
  phoenix	,tank
falcon.electri,healer
frozenghost,warrior
ninjawild1,healer
spirit,archer
neon.wild5,warrior
samurai,ARCHER
stealth,mage
WOLF33 ,healer
viper.furious1,	warrior 
"	iron5
",   assassin
silverdark0,tank
phoenix,HEaleR ##
stealthwild8,assassin
hunter ##,warrior
viper6äöü,  assassin   
ghostiron,mage
"
dRAgoN ",archer
arcane12,assassin
shadowcrimson,healer
falcon7,warrior
tiger55,"
warrior  "
luckymystic7,mage
silver600,tank
iron,mage
electricwild,assassin
neon,archer
dark.raven,tank
siLvErwoLF,archer
neonelectric9,tank
wild-golden0,  tank
"   crimson
 ##",archer
"  silverfrozen95
",healer
golem   ,warrior
brave_brave,mage
knightreaper,mage
blade7," ARcher
"
	falcon470  ,warrior
wolf,tank
furious,warrior
tiger,mage
lucky,assassin
shadow50,healer 
crimsonarrow9,	tank	
frozen58 ,hEALer 
  furious   ,archer
stealthphoenix,assassin
	bravefrozen4,	archer    
hunter14,assassin	
raven531, assassin	
blaDe,archer
stealth88,mageäöü
arrowwarden6,tank
brave,archer
wizARD1,archer
wolfghost2,healer!!
tigerviper,  healer   
ninja435,  mage	
"	tiger24
",assassin
bladecrimson6,Archer
furious4,archer
   ancient_lucky7,healer
"
warden-wild0
",warrior
stormfurious7,warrior
viperviper, mage	
goldendark,archer
wolfcrimson8!!,warrior
   arrow.ninja ,tank
arcanefurious,healer
storm_arrow,	assassin
"
neon
",aSSasSin
kNIgHt.VIPER60 ##,healer
frozen_falcon,WArrIoR
   wild	,healer
ironfrozen3,	archer   
sHaDOW,healer    
warden-ninja,healer
knightstealth,healer
shadow9,tank
knight,healer
arcane91,assassin
wolf,assassin
reaper_raven8,healer
  silentrapid76,assassin
"ancient1
",healer
ancient.tiger1,warrior
arcane_falcon,ARCheR
CoSMIcblaDe66 ##,tank
neon,heAler
wizardshadow,assassin
stealth-frozen,warrior
arcaneshadow,tank
shadow8,assassin
  frozen   ,warrior
ghostwarden9,   tANK  
reaper8,healer
Ninja6	,	assassin   !!
rapidcosmic2,healer	
mystic1,	mage	
raven-electric, healer  
"
bladecosmic",tank
brave ,mage
ancient56,archer
wardensilent,archer
neon4,tank
ghostninja3,archer
golem.cosmic,assassin
electRic,assassin
dark_silent78,healer
golden82	,warrior
darkcrimson,assassin
	cosmicancient   ,tank
ShAdoWstEaLTH,assassin 
silverbrave7,mage
frozenninja,"  tank
"
wOLf,healer
ravenraven,assAssIN
phoenixshadow,tank 
ancient,  archer 
shadow-cosmic4,tank
golemwild,	tank   
   ravenreaper4,mage
dark,warrior
  falcon ,assassin
spiritlucky27,"
tank "
 warden54 , warrior   
bravefalcon581,archer
raven,tank
falcon,mage
mysticphoenix7,MAgE
  furious_lucky,tank
"
stealth12 ",MAge
golem.rapid6,archer
GhoST4,waRrIOr
ninja7,archer
samurai_mystic,tank
golem   ,assassin
FuriOuS2,healer
phoenix,archer
electriccosmic,warrior
falconreaper,mage!!
silent_rapid1, mage	
wolfshadow6,warrior
arcanefurious6,warrior
wolf,mage
ancientphoenix,archer 
arrow,   ARCher  
myStic72,mage
"
cosmicwarden7   ",	tank		
 wizard89,mage
dark1,heALEr
silver,mage
electric,assassin
stealth_silver,tank
silverknight58,"
archer"
"
lucky38",tank
silentwizard,assassin	
viper,healer
dARKfuRiOUs9,mage
SPIrit,tank
	ARcAnE_sHADow1   ,  warrior
knight46  ,   assassin  
dark-arrow4äöü,mage
ghost,	mage   
ninja	,assassin
"  viperdark70
",mage
samurai,assassin
warden,warrior
wizard_brave,   healer  
crimson_neon,warrior
  hunter ,TANk
falconancient4,assassin
arrowiron6,healer
shadow.lucky7,archer
 storm ,tank
golden46,healer
lucky4,warrior
shadow4,tank
viper,tank
"
wolfelectric86", assassin	
stealthwarden,"  assassin
"
hunter,warrior
phoenix6,healer!!
electricblade2!!,mageäöü
arcanewarden,tank
falconarrow,mage
knight.tiger89,tank
frozen1,tank
"MystIc-Wolf3
","
assassin
"
mysticneon,mage
spiritraven59,assassin
   knight,healer
"
brave",tank 
furiousrapid2,TANk
shaDoW-dRAGON1,assassin
bLade,mage
wolfgolden2,assassin
 wild	,mage!!
SilVeRAnciENt7,	mage  
spirit5,healer
stealth-frozen,tank
"
phoenixsilent   ",archer
   ghost-frozen	,warrior
 mystic65   ,tank
reaper,mage
reaperspirit,mage
arcane-arrow6,tank
dragonraven3,   mage  
furious5,archer
" rapid
",healer
arcanedragon64,warrior
ancient3,WArRioR
ghost	,warriOr
ravencosmic6,   assassin
cosmicneon8,assassin
darkdragon0,tank
tiger7,tank
crimsonshadow,mage
"
dark_brave	",	warrior	
   arcane	,assassin
shadowhunter,AsSAssIN
tiGer,tank
wolf.crimson ,	archer  
arroW2,mageäöü
bravearrow39,assassin	
knight.crimson,healer
dark,warrior
"
bravefurious  ",archer
storm.warden,archer
arrow_mystic,tank
gOLdEn.HUntER,mage
tiger,warrior
stealth9,warrior
 lucky ,warrior
   arrow9,	tank	
neon1,	mage  
darkbrave,archer
	wild  ,mage
spirit,archer
silver22,mage
fROZeN1,	healer   
	mystic3  ,  mage  
knight4,healer
rapidlucky,assassin
brave.mystic9,archer
reaper4,archer
shadowcrimson5,mage
rapIDtigER,   tank   
crimson1,  archer  
wildsilver,mage
goldenhunter,assassin
lucky.silent92,archer
ancientelectri,healer
frozen.brave4,mage
samurai,warrior
arcane20,mageäöü
silentiron,mage
iron35,mage
crimson,healer
stealth6,warrior
falconraven,warrior
  furiouswild  ,healer  
raven,mAge
stealth_furiou,archer ##
stealthfalcon,healer
arcane,ArchER
 iron9 ,"
tank
"
stealth,assassin
samurai,warrior
mystic4,assassin
crimsonarcane,healer
lucky-crimson2,tank
viper_viper,healer
golem0,healer
irontiger,tank
shadow,archer
silent-phoenix,healer
falcontiger,healer
wild,assassin
GhOst.rEaPER,tank
cosmic,tank
"   cosmic6
",mage
arRowHUnter	,   tank
silent,WaRRioR
arcaneancient0,	healer   
raven,	tank  
cosmic_rapid,mage
  bravewolf157 ,archer
golem!!,assassin
storm360,assassin
silver6,mage
shadow, tank
iron1,mage
shadow8,tank
darkfrozen,archer
golden,tank
  tigerknight8	,warrior  
crimson,assassin
iron,warrior
spirit5,healer ##
reaperwild,assassin	
hunterneon3,healer
knightshadow,healer
"
dark4	",tank
wolf,assassin
ancient5,healer
bravewizard,	archer	
mysticfurious4,mage
iron63,mage
  darkwolf9 	,assASSIn
silentphoenix,	archer
iron,healer
"
crimson-knight   ",hEaLeR
stealtharcane5,archer ##
knight,tank
ninja,archer
silent49,archer
"  HUntEr9
",healer
"
storm-knight0
",warrior ##
mystic0 ,	warrior	
falcon.lucky,warrior
ancient,mage
shadowspirit0,tank
cosmicviper,	mage 
samurai,aSsAsSiN
"
golem_neon	",TaNk
furious-mystic,tank
wolf!!,warrior	 
	ghost  ,mage
dark-falcon,warrior
rapid4,healer
" spiritwarden2
",tank
mysticsilver37,mage
  arcane  ,assassin
silver,archer
goldenblade,mage   
	rapid8   ,healer
ancient8,mage   
eLEcTRic-LuCKy,   tank  
shadowhunter, assassin	
BRave.StoRm254,tank
luckywild3,archer
wildlucky1,waRrior
neon,assassin
wild9,healer
spiritshadow7,mage
spiritlucky3,mage
goldenblade4,	warrior	
"   phoenix8
",	warrior	
bladestealth5,tank
electric,mage
frozen6,tank
silentwild38,archer
blade,assassin
mystic,WaRrIoräöü
ancient3,"
tank   "
ghost2,tank
  arrow.reaper96,"
healer	"
eleCTRIcdaRk10,mage
silver.dragon,tank
   neon476,warrior
phoenix,tank
"
brave7
",healer
"
HunterIroN47	",warrior
rapidblade75,mage
phoenix,warrior
viper3,assassin
wolf_golem3,mage 
cosmic3,assassin
frozen7,archer
rapid-raven,tank
 sTEalth   ,   tank   
electricancien	,assassin
ANCIenT4,  warrior	
ninja.rapid46,archer
crimsonarcane!!,warrior
spirit87,warrior
golden,healeräöü
darkghost35,tank
viper1,healer
reaper2,warrior
wild1,archer
dragon,"
ARCHER	"
stormghost,warrior
iRoN,warrior
viper-cosmic,	assassin  
raPidwIld7	,tank
  bravearcane36,mage
wild1,mage
arcane,healer
mysticfalcon51,warrior
phoenixblade71,TanK
"   silverancient
",healer
"
spiritknight61",assassin
  arcaneancient,assassin
silverfurious2,warrior
goldenneon,mage
samuraimystic2,tank
shadow,warrior
ancientwolf74,warrior
mystic_ghost2,mage
electric4	,assassin
"   furious.knight
",warrior
silverrapid3,tank
wizard-cosmic5,healer
frozen,mAge
"
darkgolem791	",mage
ancient_knight,warrior
rapid9,archer
warden4 ,tank
reaper,assassin
"
wild-phoenix9	",tank   
silver,mage
tiger,mage
arrowshadow5,healer
FroZEn,warrior
mysticfrozen3,assassin
eLECtRicraVeN,warrior
phoenixreaper6,mage
rapid,   mage  
ancient,healer
electric7,healer
raven,"   assassin
"
ghost,tank
luckysilent22,healer
 mystic  ,archer
crimson,tank
ironelectric,assassin 
"
rapid	",tank
   electric.lucky   ,mage
MYStiCvipeR,assassin
dragonstealth4,   warrior   äöü
" rapid_viper
",healer
   StOrMSilENT9 ,archer
hunter.cosmic   ,tank
anCIEnt40,warrior
"
tigerhunter	",warrior
dragon,tank
lucky,assassin
ironlucky5,  mage
" frozen_phoenix
",archer
iron, mage	äöü
wardenelectric,tanK
bladeninja9,	mage  
crimsonfurious,  mage   
hunter_reaper9,assassin
stealth.mystic,warrior
furious46,"
warrior"
golemneon,tank
 silverreaper3   ,healer
silver-spirit,   healer   
frozen.hunter5,tank
golem-dragon,warrior
ninjaviper,heAlER
golem3,archer
"
golem	",tank
	silent115,warrior
"knight649
",mage
SamURAI.IRON,archer
WOLf85,tank
golem-brave5,tankäöü
ancientcrimson,mage
dark,mage
dark0,assassin
silentgolem,archer
sILEntANciENt,assassin 
wizard51,warrior
luckywild7,warrior
   stealth	,tank
mystic965,warrior
phoenixmystic, assassin   
frozen-rapid4,assassin
cosmic605,healer
wild1 ,	archer	
"
stormninja4  ", healer
 IRoN   ,archer
shadow-raven,healer
"   knightfrozen4
",warrior
ironcosmic,healer
electric1,archer
samuraiwolf  ,healer
rapidwild4,assassin
MYstic,tank
"stealthdark
",healer
tigerdark,	tank
goldenfalcon,warrior
stealthneon!!,tank
dark,healer
"
crimsonfrozen3
",tank
electric6,mage
silent,healer
   lucky5 ,warrior
raven-stealth1,tank
bladefrozen,   mage   
shadow-dark,	healer
CrimSOn26,archer
neon,mage
CosMIcfALcoN,Tank  
silver,	mage
phoenix7,mage
shadow-ancient,archer
ironreaper,warrior
silver.ninja,mage
mysticwizard,healer
tigerbrave,warrior
crimsonbrave8,assassin
wild,warrior
golem_reaper93,mage
brave ,mage
electricelectr,tank
wizardtiger,assassin
rapid0 ,mage
cosmicstorm,archer
samuraimystic2,mage
mysticcrimson,tank
wild1,assassin
knight_brave  ,assassin!!
silentrapid27,warrior
shadow5,warrior
storm2,   mage  
crimsonarcane,healer
ElECTRic190,healer
crimson8   ,tank
 frozen3	,warrior
frozengolden45, archer
silver5," assassin
"
hunter1,mage
"
tiger81   ",warrior
	silvercosmic,archer
viper.reaper9,warrior   
cosmicsilent37	,archer
wild6,"	mage
"
silent,   assassin   
silent6,healer
storm578,warrior
"	ReAPER
"," tank
"
silent8,TaNK
arcane6,"
warrior   "
brave,warrior
dragonshadow," tank
"
dArK22,tank
crimson.wild1,tank
	lucky4  ,archer
	neoN6  ,warrior
wolf6,archer
shadowninja4,healer
"   silverneon
","	archer
"
	iron4	,tank
furious.falcon,tank
lucky,aRcHer
ancient,warrior
knight,warrior
dragonfurious,mage
dragon_mystic9,heALeR
  neonarrow	,archer
StoRm,healer
phoenix,archer
silentmystic6,WaRRIOR
golem-dark,   mage  
huntershadow,assassin
wild,mage
neongolden,mage ##
crimsoniron,tank
knight_falcon3,tank  
"
silent ",healer
iron4, warrior  
phoenix15,tank
   goldenlucky0   ,healer
warden_lucky,mage
MYSTICwIzArd,tank
neon-furious40,tank
crimsoniron7,assassin
ravenarcane0,archer
"
rapid-ancient
",WarrIOr
blade8!!,healer
cosmicknight8,warrior
wild223äöü,warrior	
ancient6,wArRioR
frozen-shadow,tank
 spirit-iron0,tank
golem,assassin
stormsilent7,archer
STeaLThCosMIc8,assassin	
furious7,healer
"   warden
",healer
silentmystic8,archer
"
golden	",  mage
electric8,mageäöü
blade7,  archer  
knightiron9,mage
ancient,mage
darkgolden4,warrior
shadow9,mage
hunterreaper4,tank 
iron,assassin!!
goldenfalcon, tank 
	warden_ancient,mageäöü
mysticdragon,archer
   RAVen5 ,healer
wolf7,archer
warden.wild5,mage
raven.lucky,archer
electric,AsSasSIn
brave,	tank 
frozeniron,archer
ghost4,assassin
stealth,warrior
frozenblade6,healer
	STORM	,warrior
luckyarcane,healer
ironwolf,assassin
electricstealt,mage
wolfsamurai1,hEaLEr
dragonghost,warRior
wolf,archer
	IRON   ,tank
cosmicsilent,mage 
phoenixdark,	tANK
wizard6,  tank 
arrow11,assassin
shadow7,   tank  
mysticrapid,assassin
wizard7,assassin
lucky41,healer
rapid,tank
crimsonbrave4,warrior
tiger-electric,tank
"
raven22
",  archer 
"spiritfrozen
",tank
mysticgolem7,   healer
crimsoncrimson,tank
brave5,tank
viper  ,warrior
dragon5,warrior
storm3,healer
rapid-silent5,tank  
"
neon  ",mage
arrow-dragon82,archer
furiousninja,	warrior 
silver8,archer
NEon_ARcAnE4,archer
wolf1,tank	
"
spiritfalcon	",mAge
  electric	,tank
silentcrimson3,assassin
frozenwolf4,assassin
mystic84,assassin
shadow,archer
neon46,assassin
neon-tiger535,healer
raven9,tank
wizardgolem,tank
stealth1,warrior
furiouswild0,mage
"  ninja_samurai8
",tank
golden-silver,warRIOR
dark0,assassin  
falcon,mage
  crimson ,tank
wizardarrow5,mage
  wild_raven0  ,archer
rapid4,healer
warden.neon,tank
silVeRShADoW6,warrior
DaRk,warrior
reaper6,healer
  fuRioUSDARk3	,"
warrior
"
golden!!,warrior   
furious35,healer
phOEniX2,healer
"warden
",assassin
REAPeRarcAnE0,heAleR
   golden_frozen ,archer
"
GOldeN	",mage
bladefrozen	,waRRiOR
frozen-viper,ASSasSIn
shadow177,warrior
lucky4,mage
ancient,mage
darklucky86,warrior
cosmic.silent0,assassin
"
silver3
",healer
tiger,mage
	spirit88  ,healer
arcane_phoenix,archer
cosmic.silent8äöü,mage
 mystic  ,warrior
wizarddragon3,assassin
eLEctRiCwOLF,assassin  
raven7,  healER
crimson,tank  
shadow,	warrior
tigercrimson,tank
silent,tank
   hunterrapid  ,tank
dark,tank
hunterghost,archer
   frozengolden	,warrior
wild_ancient,assassin
silverelectric,warrior
electric,archer 
RaPidsiLvER8,assassin
irongolem0,mage
arcane,tank
wild,assassin ##
fRozEN ,warrior
wizardarcane82,tank
samurai3,"
warrior "
wizard3,tank 
electric14,archer
braveancient,warrior
luckybrave,  mage   
neontiger,healer
electricneon91,warrior
warden7,assassin
golem,tank
brave6,tank
golden,archer
"hunterancient
",assassin
crimson-shadow,mage
MyStIC,healer
iron,aRcheR
samuraifalcon9,	archer 
   falcon	,archer
rapid,"  warrior
"
ancientstorm69,assassin
raven_ninja255,assassin
furious, mage   
wizardhunter,assassin
stealthsilent,assassin
storm.stealth,tankäöü
dragoncrimson5,archer
  dark,assassin
crimson,archer
ancient2 ,	mage    
ancientancient,warrior
   reaper   ,assassin
cosmiciron2,archer
storm.stealth9,warrior
mysticgolem31,assassin
spirit2  ,archer
   wild	,mage
neonwarden,archer
ironsilent1,tank	
tigercrimson,warrior
viperrapid9,mage
neon8,healer
goldenfurious4,TAnk
  ancient.cosmic   ,assassin
arcane0,healer
braveancient8,archer
furiousreaper,   warrior 
arcane.raven ##,warrior
"  daRk.WizARD1
",warrior	
mysticsamurai5,hEAler
ravendragon ##,tank
electricelectr,archer
cosmic36,healer
neongolem2,"
mage "
furiousgolem6,warrior
reaperelectric,mage
ancient0,mage
hunter.dragon,healer
silver3,healer
frozen2,assassin
raven4,assassin
arcane0,mage
arcAne,mage
knightneon0,mage
dragon0,archer
ghostblade,aRCher
golden574,warrior
"ninjagolem0
",mage ##
tigersilent,mage
dragonghost,mage
   silver   ,healer
rapid,archer
"
wild_ancient35   ",assassin
cosmicshadow83,warrior
wizard,healer
ghost1,tank
brave,healer
dragon,tank
reaperhunter   ,healer
	lucky3   ,archer
crimson0,assassin
silver,assassin
lucky.golem,tank
furious9,warrior
  warden,assassin
silver_silver,assassin
furioustiger,tank
raven98,archer
phoenix-brave0	,	mage   
silentninja,tank
brave-electric,healer
brAVEblAdE4,archer
samurai62,warrior
furious9,warrior
tiger,tank
iron684,archer
golem6,warrior
reaperancient8 ##, warrior   
	wizardhunter1   ,archer
   viperspirit   ,healer
bladestorm,warrior
crimson,tank 
dragon_arcane8,healer
"
silent6",warrior ##
silent,warrior
silverninja74,tank
stealth4,tank 
golden,archer
furious4,warrior
   samurai  ,healer
iron2,ARCher
silver,mage
arcaneancient2,archer
 ninja_rapid2	,HEalEr
hunter_raven,TANK
arcane.dragon,tank
shadow-golem,mage
storm,tank
viper7	,healer
ghost,mage
bravehunter,"
assassin  "
dragon6,healer
falconreaper,mage ##
golden9,tank
wolfancient,warrior
   shadowsilent ,healer
golden,"  assassin
"
wild59,assassin
arrow,assassin
wild_blade,healer
dark0,archer
  FrOzEn_wIzard2  ,warrior  
raven98!!,tank
rapid_hunter0,archer
electricfuriou,assassin
viper_viper,healer
wild,archer
viper1,waRRIoR
 furioussilent   ,archer
"
arcane37	", mage  
mystic,WArRioR
storm9,warrior
falcon5,"
healer	"
ravenfrozen,healer
WiZaRd8,tank
dragonancient9,tank
ancient,TaNk
shadowmystic44,healer
hunter_mystic7,mage
silent4	,warrior
tigerelectric3,tank
ironsamurai23 ,mage
falcon_blade,warrior
electric2,mage
ancient9   ,warrior
stealthdark,archer
cosmiccosmic,tank
electric5,warrior
arcane_wolf0,assassin
samurai,archer
furiousghost," ASsAssiN
"
silentfurious,archer
cosmicviper1,mage 
golden.dark,warrior
silver40,assassin
shadow_falcon9,  tank  
ancient7,assassin
furiousblade,assassin
frozen,tank!!
wolfcrimson,warrior
wild,warrior
	ancient !!,	mage  
luckyelectric,	archer  
   neonmystic ,healer
"  dragonphoenix5
",	healer
wolf4,archer
brave_electric,tank
arcane1,mage
wolf7	,tank
"
golden.ancient	",mage
"  shadow94
",   healer  	
 neonrapid53,  mage   
WiLDVIPEr9,healer 
siLVeR_saMUrai,assassin
electriclucky,tank
rapid,archer
ancient-stealt,"
archer
!!"
  silentphoenix	,assassin	
	iron_hunter1,   warrior
tigerwolf2,assassin
knight63,healer
reaperdragon,hEAlER
falconmystic4,assassinäöü
crimsonmystic8,archer
luckyninja8,healer
arrow,assassin
   falcon ,healer
ANcienT_BRAVE7,tank
frozen,warrior
wizard979, warrior  
brave_cosmic,archer
shadow,"
ASSAssiN
"
shadowtiger0,tank
FRoZEn,mage
crimson,archer
"
samurai_golden	",mage
furious7,tAnK
NinJaSaMURAI6,assassin
   silver_electri	,"
assassin  "
goldenelectric,	archer 
  silver ,warrior
golem6,warrior
darkarcane,tank
"
wild",tank
hunter47,archer
ancientmystic,assassin	
silver,   assassin  
	dragon_knight6   ,mage
furious-electr,mage
arcaneshadow53,tank
wild2,warrior
spiritäöü,mage	
"
silver", assassin	
hunter.frozen,assassin
warden,healer
rapid,mage
fuRIOUSneON,assassin
golemcosmic7,aSSasSIN
samurai,warrior
knight_cosmic2,"  healer
"
wild,assassin
storm,warrior
frozen7,healer
dark, archer 
neon99,healer
phoenix6	,assassin
mystic,assassin
golden.furious   ,assassin
reaper8,assassin
ancientshadow,healer
falcon,mage
golemfurious ##,tank
dragonfurious7,	warrior	 
"
storm7	",tank
arrow8,assassin
 mystic.viper7  ,archer
wardenfurious5,archer
ghost,warrior
falcon48,mage
blade0 ##,WArRIOR
golden,warrior
arcanecrimson5!!,mage
wild-stealth5,asSAsSIN
crimson8,mage
storm_viper,mage
frozenneon52,tank
