playername,role
  tigerghost   ,	warrior  
samurairapid8, healer 
arcane13,tank
RAvEn,mage
electric,ASSasSIn
  mysticsamurai0	,healer
	phoenix9	,"
mage
"
dark9,assassin
bravebrave,assassin
frozen9, warrior  
iRON6 ,warrior
   electricarrow2	,mage
reaper,healer
 ghostarcane673,assassin   
ninja6,   assassin 
rapidneon,mage
  ninja5   ,  healer  
raven,warrior ##
samurai_storm0,warrior
cosmicgolem0,warrior
rapidshadow ,warrioräöü
cosmicrapid,TAnk
spirit0,"
healer "
warden-wild,  assassin 
phoenixknight,archer
shadow_crimson,archer
blade-wolf,archer
pHoenIxnEon5,warrior
viper_ancient,   tank 
ravensilent,mage
"
ancientfurious
",mage
warden,warrior
wizard, mage    
  arrow  ,mage
"   goldenneon
",tank
brave_golden4,mage
ancientneon30,assassin
crimson9,assassin
mystic242,healer
CrimsoNAncieNt,mage
  crimsonhunter7	,hEALEr
goLEMReAPEr7,tank	
knight0,mage
crimsonsamurai,mage
RapID3,archer
wizard,tankäöü
shadOw.sTORm,mage
ghOsT6,archer
dark99,assassin	
warden.stealth,mage
cosmic16,tank
darkancient1,mage
silverblade,archer
wizard-lucky,tank
brave.viper,mage
wardenblade,archer
arcanefurious,maGe
storm837,tank
arcane,tank
crimson,assassin
blade1,tank
viper,tank
lucky.ninja,assassin
golem1,warrior	
electric.ancie,mage
wild.ninja4,tank
ninjafurious1,warrior
"	brave3
",archer
viper,	mage
ninja8,assassin
golem.samurai8,tank
golden,"	assassin
"
hunter3,  assassin   
wizard_spirit9,assassin!!
ninja65,tank
spirit ,mage
furious,tank	
rapidwolf7,tank
ninja8,healer
electricspirit,assassin
silver0,tank
wild,mage
furiousraven,archer
wOlF4,assassin
"   gOldeNArCane6
",assassin
spiritwarden4,assassin  
ancientninja,"
tank   "
wild,assassin
stormshadow169,Mage
samuraicosmic,	warrior	
golden-hunter,  healer 
falcon_wild,  archer 
nInJaFrOZen36,warrior
 stormfrozen,wARRIOR
blade5,assassin ##
"
cosmic.samurai	",mage
dragon1,archer
shadowdark   ,assassin
silent6,warrior
"
wolf41  ",healer
falcon,mage
cosmic,warrior
goldentiger39, tank 
wild4,warrior
goldenelectric, tank  
ancient5,healer
rapid43,archer
blade_phoenix,hEaLeR
   dragon-silver	 ##,warrior
arcanesilver,archer
	wizardbrave  ,warrior
silverfalcon,archer
falcon, mage
silent97,	mage
knight1 ##,healer
brave1,MAgE
wild-frozen,mAgE
crimsonsamurai,healer
tiGer11,healer
darkknight5,mage
  ironlucky   ,mage
ELECtrIC,mage
shadowlucky,hEALEr
	samurai-raven  ,tank
shadow,warrior
arcane,mage
stealth1,warrior  
reaperfrozen5,mage
" wolf
",  healer
storm0,warrior
goldendark4,healer
knight7,warrior
ancient1,assassin
golden,healer
 reaperneon	,tank
   viperdark5 ,WARRIOr
silentsilver,warrior
   mysticgolden	, mage   
goldenlucky,asSaSsIN
goldenmystic,assassin
electric0,assassin
   wolfcosmic1	, tank 
"SILENt-dARK
",WArriOr
wild.FAlcoN1,  assassin  
	wolflucky44  ,assassin
spiritmystic9,"
healer
"
phoenix-arcane  ,mage!!
rapid3,tank
phoenix45,  waRriOR 
   crimsonwizard ,assassin   
shadowstorm5,asSAssIn
wolf-frozen,tank!!
crimson8, WArRIOR
luckyreaper381,warrior
arcane,TANk
mystic,tank
stealth67,mage!!
rapid5,mage ##
silentcrimson,assassin
wild,tank
 wizard8	,assassin 
golemdragon57,"warrior
"
silent,tank
stormbrave,assassin
cosmic9,healer
 frozentiger ,tank
ninja95,mage
StORmsilvER0,tank
blade,mage
SPiRIt8 ,healer
NINJaPHOenix33äöü,archer
arcane,tank
silver,healer
furious_reaper,tanK
rapid.mystic,healer 
warden,warrior
	phoenix3,WARriOr
 rapid,archer
iron6,assassin
brave-wild,warrior
frozen33,mage
nINjaWiLD49,warrioräöü
warden7,tank
NeON0,warrior
rapid393,archer
brave,"	archer
"
phoenixmystic9,archer
arcane-ancient,hEaLER
"neon.ghost32
",mAge
	brave26   ,healer
tiger.lucky4,assassin
shadow ,tank
falcon,archer
frozentiger5,healer
wardengolden,assassin
 golem3,warrior
tiger1,healer
 GoleM_sHaDoW3  ,tank
   electric8	,tank
bravearrow,assassin
vipersilent1,warrior
darkwild297," healer
	"
storm-stealth5, mage
furious2,assasSIN
shadow1,  ARChER
cosmic2,tank
crimsonwarden6,   aSSaSsin   
neon386,assassin
falcondark,assassin
shadow,assassin
shadow,warrior
ninja8,warrior
aNcIent3,tank
frozengolden7,archer
ninjagolem,archer
furious.ghost,  tank   
cosmiciron76,healer
ghostelectric2,archer
hunterfurious,warrior
mystic,tank
ghostknight6,"
tank äöü"
raven4,warrior
NiNJA,tank
arrow3,healeräöü
falcon,assassin
dark8,archer
"
frozen
",healer
ViPERwolF50,  warrior  
tiger," assassin
"
   ravendark560 ,archer
silenthunter,archer
brave33,aSsassiN
  brave0  ,assassin
mystic,assassin
rapid4,healEr
reapergolem,  assassin
frozen,archer
silent,assassin
wild1, mage  
knightfurious9,healer
  viperrapid   , mage	
shadow_wild,  archer
golden,warrior
RApID,mage
arcaneiron,archer
silvershadow79,mage
   raven_wizardäöü,warrior ##
  arcanearcane  ,AssaSsIn  
ancientgolden4,"
assassin   "
samurai14,warrior!!
mysticfurious,archer
  stealthsilent,assassin
  phoenix   ##,healer
"  crimson_golden
","archer
"
mysticelectric,assassin
ghostcosmic6,archer
reaper,assassin
ravenfurious,mage
brave3,healer
rapid_stealth6,WARRiOR
silent,warrior
shadow64,mage
silentdragon,archer
neon,warrior	
crimsonstorm8,assassin
rapidshadow526,assassin
dragonneon2,mage
storm-wolf,	archer	
wild0,warrior
bLAde24   ,  healer
stealthdark,healer
knightstealth4,aSSaSsIn
stealth,healer
viper2,archer
reaper.golem,   tank	
arrow.hunter5,assassin
	cosmic_silent,"
assassin	"
AncieNT-FrozEn,mage
goldenhunter7,tank
ironrapid,tank
	arrowwarden7   ,warrior
reaper,tank
fRoZEn-STEalth ,archer
"   falcon
",	archer 
dark,warrior
golden_golem9,warrior
knight.reaper,healer
dark.lucky3,healer
knighttiger,mage
golem,healer
reaper_reaper2,"
warrior
"
crimson_wolf75 ,archer
lucky45,"	healer
"
wild,"
tank   "
	ninja  ,tank
falconiron7,"
healer"
reaper, archer   
viperblade7,archer
falconraven,warrior
STeAlTh,aRChEr
samuraigolem96,tank
   cosmicelectric	,archer
rapid,healer
iron962,healer
viper9,assasSIN
electric1,warrior
wildraven,   mage
silver, arChER  
frozen.arcane,mage
crimson1,warrior
hunter,archer
wolf,warrior
furiousdragon,archer
wardenghost8,assassin
"
neonarcane  ",assassin
darkfurious69,tank
wardenknight93,mage
SiLEntWOlf," warrior
"
electric1,tank
FUrIoUs,warrior
hunter,	heAler 
TiGeR2,mage
"   golemghost
",ARcheR
"wolf
",assassin ##
viper0,tank
  darK7  ,ARchEr
"
cosmicfrozen",tank
stealthknight8,WaRrioR
wizardbrave95,warrior
reaper65,tank
iron7,"
assassin "
cosmic703,healer
silver127,mage
stealthshadow,assassin
arrow-knight,assassin
silverknight,archer
crimson463,"	tank
"
lucky,  tank	
SIlver9,archer
stealthfalcon4,warrior
bladerapid, tank
hunter.stealth,healer
spirit,archer
crimsonsamurai,"
tank
"
"
ReaPer7
",assassin
  phoenixtiger9,assassin
furious_storm,archer
frozen.samurai,assassin
stormwild,healer
 ancIeNTWiLd  ,"	mage
"
frozencosmic, mage 
goldenrapid,warRIOR
golden_shadow,archer
frozen0,warrior
wolf,assassin
frozen-golem,warrior
"  mysticgolden
",assassin
furious,healer
brave,assassin
furious-lucky,tank
stealth2 ,tank
SiLVer-furioUs,healer
silver,archer
warden87,"
warrior   "
cosmic287,warrior
ravenarrow468,archer 
   wildreaper  ,assassin
wild-wolf,TanKäöü
frozen940,archer
crimsonfalcon3,tank
stealth0,warrior
furious,tank	
dragon,tank
	crimsonarcane   ,mage 
rapid-electric,   mage	
warden_ancient,mage
mysticdragon, archer  
samuraiancient,"
healer"
arrow9,warrior
knight-frozen8,healer
darksilent799,	mage
dragon, healer  
lucky,healer
arcanewolf0,mage
ninja7,assassin
wizard5,assassin
phoenix-ninja5,healer
rapidsilver4,archer
frozen,  tank	
raven ##,assassin
electric_silen,assassin
	falcon7   	,mage
shadow8,healer
cosmic9   , warrior
crimson8,assassin
 frozenmystic1  ,healer
vipersilent1,assassin
mysticmystic,tank
golem6,tank
ancient31,warrior
shadowstorm4 ##,tank
arrowarcane,tank
golden9,mage
ancient-silver,healeräöü
braveiron7,assassin
shadow,arcHer
cosmic3,healer
electric,assassin
arrow74,archer
stealth4,archer
crimsonblade7,tank
shadowarrow1,tank
mysticcosmic ,healer
"
mystic1  ",healer
ironsilent47,"
warrior   "
ghost8,archer
   wolf8	,mage
ancient0,tank
reaper3,mage
shadow-silent7,healer
viper.storm,tank
silver	,WARRIOR
wizardrapid5,archer
wild ,assassin
ancient5,mage
tiger1, mage	
ninja_golem,mage
reaper,healer
stealthwolf,warrior
frozen1,archer
iRoN5,warrior
arrow,"   warrior
"
" rapid_reaper76
	",healer
electric22,mage
" RAVEn56
",archer
wild,assassin
spiritraven,archer
neon62,aSSASsin
stealtharcane0 ,tank
brave_wild1, tANk   
wIZaRD3,warrior
mysticsamurai3,tank
nEOnfUrIouS7,tank
stealthblade93,healer
neonarcane3,healer
shadow_electri,warrior
neonelectric,AssASSin
golem6,	healer  
ravenwarden0,tank
phoenix47,assassin
"	HuNteRgoLdEN95
",healer
ravenknight964,mage
lucky-arcane,healer
"   samurai0
",mage   
cosmic9,assassin
  mystic3  ,warrior
silentarrow,tank	
silversilent3,tank
"
furious	!!",  archer   
wiLD8,assassin
irongolden,warrior
ghost8,mage
frozen_tiger,warrior
frozen,mage
wild,ASSASSiN
sPIrIT,assassin
vipeR3,mage
phoenixdragon5,tank!!
mystic2,tank
 bladeneon,archer
   stealth_brave8	,archer
mysticninja0,mage
cosmicknight,mAgE
bravearcane,warrior
stealth.reaper,warrior
dark9,healer	
dragon_rapid,tank
dragon.viper79,assassin
silentfurious,tank
knightwizard,tank
wizard.cosmic5,healer
dragon3,healer
"
hunter   ",tank   
falcon7,   tank 
iron59,archer 
"
knight_neon	",warrior
hunter,archer
ironäöü,   tank
falcon,  healer  
raven_wizard,assassin
nINja_GoLeM,tank
wildgolden946,mage
 rapid.rapid   ,assassin
silentwolf,tank
furious_electr,warrior
wildneon,mage
falcon,	archer  
ninja.brave,archer
 cosmic  ,mage
	cosmicsilver  ##,	warrior 
woLfdaRk,tank
ancient9,healer
warden53,assassin
" arcane.falcon
",assAssin
cosmicninja2,mage
ancient-stealt,mage
silver6,healer
wild,mage
darkreaper,warrior!!
silver_brave89,Mage
lucky4,warrior
sTORM17,AssAsSIn
electric,mage
dark.neon,archer
   furiousstealth  	,archer
rapid6,archer
wolfmystic1,	archer   
wild.viper,mage
"
arrow716
",mageäöü
rapid,healer
arcane,assassin
reaperblade98,mage 
raven,   mage  
rapid14,"archer
"
crimsonlucky,archer
silent1,mage
ancient,mage
iron,tank
spiritspirit,healer
silver,mage
arcaneshadow33,warrior
	electric  ,"
warrior   "
frozen,	ARCHEr   
arrowcosmic9,	warrior
phoenix.ghost8!!,healer
arcane302,assassin
iron44,archer
silverspirit1,TANK
iron ##, WArriOr  
shadow ##,archer
lucky,tank
reaperdragon1,  warrior  
electricdark,mage
dragondark495,WARRiOr
shadow,	mage   
iron2,healer
arrowlucky1,healer
golden,warrior
ancient4 ##,mage
goldenshadow   ,tank
 shadowancient0	,archer
cosmiciron3,mage
storm7,archer
silent563,assassin
goldenviper18,assassin
silver.phoenix,	archer	
silvercrimson,warrior
rapid-wolf3,tank
ironiron,warrior
"
goldenwarden",   archer  
silver,assassin
dragon,assassin
wolf98,healer
ancient15,assassin
tiger,archer
silent3,healer
silentdragon1,TaNK
arcane33,warrior
raven,tank
wild-golden3,archer
stealth_electr,archer
furious.golem3,warrior
storm,warrior
  falcon0  ,  aRcHEr 
tiger25,healer
lucky_ninja5,warrior
falconshadow5,assassin
arrowshadow3,mage
cosmicphoenix,healer
"	wizardfrozen86
",healer
"   neonblade
",archer
stealth,healer
stealthwarden6,warrior
silverelectric,mage
MyStic,healer
neonfalcon5,archer
samurai,assassin
darkfurious1,assassin
electricninja, assassin   äöü
  neon10	,archer
ninja,warrior
   arrow , warrior  
ancient-furiou,assassin
silentreaper5,mage
ninja99,mage
wild,tank
falconcosmic76,archer
frozenwild2,mage
cosmic-silent,"
warrior  "
VIPEr,assassinäöü
ancientfrozen,mage
  frozenfrozen9,assassin
mystic.golem50,archer
 dragon0,warrior
pHOEniX,warrior
AnCIent77,tank
frozenstealth3,"
warrior   	"
crimson1,archer
  FuriousstEaLtH   ,warrior
rapidtiger2,  healer   
crimson735,archer
reaperiron,healer
shadowstealth,tank
ninjaneon,healer
wolfsilver,healer
wild,warrior
"
wizardgolden
",healer   
silentstorm6,TanK
blade_ancient,assassin
knight29,warrior
arrowshadow,tank
dragongolem,assassin
electric.golde,	assassin 
arrow.stealth,healer
blade8,assassin
ghOsT1,	assassin 
silver.wolf ,maGE
tigerwarden,healer
   furiousarcane  ,mage
FRozEN,healer
viperdark4,healer
	iroN3 ,archer
samurai67 ,tank
silver472,mage
vipersilver24,archer 
warden5,   assassin 
cosmic8,tank
mysticdragon86,mage
   ancientraven	,assassin
dark,assassin
storm-electric,mage
hunter0,archer!!
brave,"
mage   "
 NEONKNiGhT,   mage
	blade_wild32 ,healer
silentfurious7,tank
golem8	,tank
stealth.lucky1,mage
neonshadow1,	mage	äöü
darkmystic,warrior
arrow4,archer   
mystic0,tank
storm46,tank
samuraisilent,warrior
crimson1,warrior
ancient46,   warrior   
tigerghost,tank
shadow,warrior
cRImsOnluCky9,"
archer   "
wildarrow80,	archer 
ironsilver7,tank	
wildneon,archer
BraVE4,assassin
"
silent-raven6",healer
golden!!,archer
" arcane3
	",   healer	
dragon-reaper,	mage	
rapid4!!,tank
samurai2,MaGE
silver1,assassin
frozen-ancient,archer
"
bravesilver7",assassin
shadowraven,archer
  ancientäöü,healer
rapid81,tank
reaper_silent3,archer
viper,archer
	dragonwizard  ,healer
"
viper659	",healer
" samurai-cosmic
",tank
rapidmystic,warrior   
crimsonneon,	tank 
phoenix4,TanK
frozenwild74,tank
crimson,tank
hunter,archer
lucky32,mage
	ravenelectric0  ,healer
furious  ,assassin
 shadow.silent6 ,mage
lucky,mage
luckyrapid,  warrior  
hunter9,assassin
sILVER51,tank
crimsonphoenix,assassin
DArk-raPiD,archer
silverreaper1,healer
golemwarden,healer
golden_silver,archer
wolf-hunter,warrior
" reaper_blade
",archer
raven2,archer
arcane,mage
falconghost48,warrior
 bravemystic   ,tank
silent,assassin
stealth31,warrior
dark-lucky,archer
tiger,tank
cosmic1,tank
electric_steal,warrior!!
blade7,"
healer"
knight86,tank
frozen.cosmic8,   mage
iron.rapid, warrior
cosmicancient,warrior
"
bladelucky17 ","
ARcHeR"
rapidneon,tank
hunter, assassin
spiritblade,assassin
phoenixneon,   archer	
crimson.dragon,archer
iron5,archer
samurai	,warrior
viper,healer
goldenwizard,tANk
silver,archer
lucky.golem,healer
iron,warrior
cosmic423,assassin
iron9,"
tank   "
ancient1,"
tank  "
stealthelectri,mAGE
silent!!,warrior
ANcIENt9 ,archer 
viperviper4,tank
ghost ##,archer
shadow,healer
mystic4,	assassin
frozenstorm,assassin
viper66,warrior
furious84,   tank   
neon,warrior
stealth.cosmic,tank
falcon_wizard,assassin
 woLF451   ,assassin
   tiger  ,healer
ghostiron8,assassin
wizard.blade,ArCHer
silver.electri,mage
"  cosmic
", mage   
silentancient6,   tank   
ancientfurious,warrior
hUNtERcosMic4,mage
ancient,healer
ninjastealth3,	assassin  
brave,wARRIoR
neonstealth,tankäöü
iron,"assassin
"
silverphoenix,aSsAsSIn ##
frozenblade76,   warrior 
rapid1,healer
bravedragon,warrior
mystic,archer
golden0,archer
golem7,warrior
hunterhunter0,healer
brave2,healer 
"   luckyspirit
",archer
wardenwolf7,warrior
reapER,tank
golemstealth, healer
lucky, archer  
brave52,warrior
 brave  ,healer
mysticfalcon,healer
iron,assassin
wild,warrior
viper,archer
lucky153,mage
	phoenix6 ,healer
reapersamurai9,tank
"	raven249
",  aRCHer   
rapid4,mage
blade,tank
	arcane   ,warrior
"
furiousfalcon4
",tank
hunter-falcon,aSsASSIn
ninjairon75,archer
tiger.warden,mage
frozenmystic,tank 
ninja,assassin
blade3,archer	
ARcAnE,  warrior   
furious,tank
ghost5,arCher
frozen.reaper, mage  
"
silverwarden98   ",warrior
golemghost,  archer  
ghostarcane,warrior
stORMelEcTRiC0,healer ##
falconlucky0,healer
arrow-brave,mage
shadow,"
archer  "
spirit2,mage
warDeN84,  tank  
dragongolem,assassin
rapid,warrior
frozen5,   aRCheR   
cosmicfalcon1,archer
wolf,tank
ghostsamurai,healer
reaper-shadow,mage
lucky,assassin
silverfrozen,healer
luckyancient95,assassin
crimson1,tank
lucky7,mage
"furious
",warrior
samurai,mage
samurai6,assassin
blade,warrior
"
falcon-wolf9",mage
braveghost6äöü,tank
phoenixblade3,   mAgE 
wolf,archer
wolf54,tank
samurai,archer
furious-rapid,archer
crimson7,healer
crimson,hEALeR
viperarcane9,tank
ghost3,healer
arrow,warrior
stealth-golden,archer
furious1,mage
 arcane  ,warrior
blade1,mage
tiger,archer
rapidwizard642,assassin
stealth!!,mage
braveshadow,"	tank
"
   stealth !!,tankäöü
mystic-knight,assassin
stealth,warrior
CriMsOnfRoZEN,mage
lucky	,assassin
arrow0,warrior
stealthdark5,archer
luckyelectric,healer
"
cosmic18
",mage
silveriron,assassin
ironsilver7,archer
ghost,tank
stealthstealth,healer
ninja.neon,ARCheR
wild,tank
ghost-brave,archer
falcontiger9,tank
raven,   tank  
   stormiron  ,WArRIOR
falcondark7,"
tank   "
tigerarcane,tank
   raven  äöü,healer
viperhunter,hEaleR
frozen7,warrior
mystic,assassin
	frozen307   ,assassin
"
ancient-mystic",mage
viper-storm8	 ##,tAnK
rapidshadow,archer
falcon,archer
rapid_reaper,hEalEr
warden,archer
"
ARrOw369", warrior
shadow9,archer
arrow,archer
reaper	,mage
shadowphoenix,mage!!
darkwild,mage
bladearcane48,archer
wolfgolden,magE
frozen6,mage
dragon4,healer
arrow7,healer
anCIeNt6,healer
electric8,tank
wizard_stealth,warrior
lucky_electric,mage
"
neonfalcon  ",healer
falcon-blade71,archer
hunter8,warrior
shadow_blade   ,warrior
golem_electric, tank
samuraininja34,archer
falcon,healer
"ancient83
",warrior!!
shadow.stealth,warrior
ninjafrozen,assassin
 mystic.mystic4  ,tank
wolffurious1,healer
sIlEnT,healer
bravephoenix5,HeALEr
arcane.spirit,warrior
	frozen7 ,healer
mysticdragon74,archer
wolfshadow57,HEaLER
crimson,mage
dark-ninja27,assassin
lucky,warrior
wolfwarden,"
tank
"
daRK1,warrior
CosMiCSHADOW7,healer
vipersilver,mage
"   arcane
",mage
"
raven4",assassin
IrON_WoLf,healer
dark,mage
lucky8,archer 
iron,healer
stealth1,archer
storm5,archer
reaper_neon5,warrior ##
 brave0,archer
electric.samur	,archer
phoenix-arcane!!,ASSaSsIn
brave, mage   
neonphoenix9,assassin
mystic8,tank
" tiger-neon
",mage
arcane,healer
   stealth,assassin ##
  tiger758 ,healer
iron-warden23,assassin
silent,assassin
ironarcane8,tank
 rAPId5  ,mage
GoLdeN,archer
golem_electric,tank
phoenixarrow,mage
"
goldenrapid9   ",tank
spiritdark77,assassin
silver7,archer
lucky6,assassin
ravenneon,warrior
neon-brave,assassin
reaper,mage
warden2,mage
golden,warrior
spirit1,mage
lucky,aSsASSIn
fALcONcoSmIcäöü,warrior	
   electric  ,healer
mystic4,warrior
 golem äöü,warrior
	dragon0   ,MaGE
stealth4,warrior
REaPERCoSMIC64,assassin
ghostancient2, assassin	
iron,assassin
SPIrIt,mage
golemdark3,warrior
silent-neon, warrior
	phoenix9   ,tank
electric.steal,healer
stealth,archer
wild-wizard4,healer
bladesilver,archer
stormancient1,aSSASSiN
dragon,archEr
FROzen,TANK
ninja23,ArcHeR
reaper_cosmic,healer
golem0,healer
hunter-furious	, warrior  
silentknight, mage  
frozenninja ##,healer
raven,archer
 wolf.furious7	,tank
golden,Tank
reaper_phoenix,	assassin  
neon-tiger9,tank
golden9,mage
lucky,healer
tigertiger34,assassin
phoenixsamurai,mAge
shadowmystic,archer
iron,mage
silent_electri,mage
	lucky.rapid   ,tank
"
crimsonshadow6 äöü",assassin
lucky,assassin
tiger,tank
silverarcane,assassin
cosmic5,archer
mystic,mage
arcanearrow	,mage
frozen.blade15,tank
silver3,assassin
arcanewild1,healer
silver3,warrior
"   silverneon
","	tank
"
lucky.frozen,  mage  
reaper2,"aRcHeR
"
dark,warrior
storm,"mage
"
"
falcon7",	healer  
hunterdragon4,warrior
warden-rapid6,healer
silent8,"  warrior
"
iron,mage
falcon, tank
shadow  ,mage
   mystic ,warrior
dragon,	mage
hunter_electri,assassin
dragon   ,assassin
golem, archer  
silverlucky,healer
blade,warrior
hunter8,tank
dark.hunter0,"
WArrIor
"
frozen1,tAnK
cosmic_shadow,healer 
stealth,tank
lucky_golden51,healer
neon74,warrior
silent,mage 
mysticgolden,tank
silverfrozen,tank
storm,warrior
   wolf-silver97 ,archer	
"
golem.raven  ",mage
"  frozenfalcon
",tank
storm4,healer
 neonraven596  ,healer
lucky7,warrior
silverneon,archer
 knightfurious,mage
brave_tiger,tank
electric,warrior
knight,ASSAsSin
  neonsilver	,assassin
"ravenancient
",warrior
 reaperfurious1  ,"	assassin
 ##"
 cosmic ,assassin
"	tigerarrow
",mage
falcon-cosmic,warrior
neon,healer
" ninjashadow
",tank
luckyviper751,tank
viper1,archer
phoenix,warrior
SHaDOwVIper,healer
neonsilent,tank
ghostneon,MagE
phoenix47,archer
frozen7,MAGe
falcon,assassin
electric,warrioräöü
aRrow87,"
warrior
"
 rapid86 ,tank
"
silverelectric  ",mage   
dark4,tank
wolf,assassin
SpIRIt60  ,healer
wolf9,tANk
ninjagolden1,healer
NeonfAlcOn,mage
crimson2,assassin
wizardwizard0,   tank  
dark,assassin
iron0,warrior
reaper,tank
mystic,mAGE
wolfsilent8,	MAGe	
dragonlucky4,tank
stealth-neon,mage
 cosmic_arrow8,assassin
rapid5,archer
dark62,	tank  
silentrapid," healer
"
ancientfalcon6,healer
mysticarrow!!,mage
neon,ASsAsSIN
dragongolden,tank
blade,assassin 
silent8,warRIor
stealth,   tank
warden_viper2äöü,mage
GOLden7,mage
dark,mage
   silversilver88   ,archer
"
ghost7  ",mage
rapid79,   assassin  
wolfsamurai,tank
stealth-mystic,"	tank
"
samuraininja5 ##,assassin
mysticarcane3,archer
fAlcOn2  ,assassin  
wildfurious7,  tank  
ninjaäöü,tank
stealtharcane ##, healer
"
mystic	",mage
ancient9 ,	tank   
cosmic_spirit, healer  
 arcane  ," warrior
"
FAlcONarrow,warrior
KNIghtHUntEr7,assassin
viper,	assassin   
 neon   ,warrior
ninjasilver32,tank
ghost4,mage
mysticmystic9,mage
wildelectric	,tank
"	silver17
",mage
cosmicwarden,healer
lucky.golden,mage
dark,mage!!
arcane2,tank
silver8   ,assassin
storm.golem1,mage
dark-furious,archer
spirit,archer
arcanemystic,HeaLER
  samurai ,assassin
dragon0,healer
tigerdark4,mage
   phoenix78 ,mage
rapid.shadow,assassin
huntercrimson,mage
cosmicspirit8,  assassin  
 rapid5	,	aSsasSin  
 spirit ,ArcHer
reaperlucky4,   mage
silentarcane,healer
"
frozen914",archer 
shadowcrimson,archer
brave.wolf,archer
knightelectric,tank
tiger,warrior
arcane1,mage
blade94,warrior
tiger-viper,mage
warden_blade,waRRIOR
ghost,assassin
	warden_hunter7,   tank
falcon,mage
bLAdebraVe38,assassin
rapidbrave5,tANk 
dragonrapid976	,assassin
 CRIMSONSpiriT6	,assassin
silent,archer
arrow,assassin
silentarcane,warrior
golem-furious,	mage 
cosmic,mage
silent,tank
ghost3,healer
shadow70,archer
knight765,warrior
rapidghost,tank
stealthblade,warrior
wildsamurai9,tank
golem,healer
tIgER3,warrior
   dark,  archer		
rapid-frozen,	assassin
ravenreaper6,warrior
ninja4,tank
hunter.stealth,aSsasSiN
stealthelectri,healer
"   DRAgoN
",mage
rapidancient,"
healer "
golemsamurai,warrior
knight,healer
arcane,assassin
  reaperknight  ,healer
CrIMsON3,mage
ghost_furious,tank
brave ,mage
rapid.shadow,warrior 
   silver  ,mage
iRONhUnTER8,assassin
silent,archer
"
cOsmiC1  ",AsSaSsIN
falcondark, assassin
knight4,warrior
reaper,archer
neon4, warrior  
furious,tank	
cosmic,  tank	
brave-shadow,archer
wizard.reaper,mage
	wild ,archeräöü
arcane,assassin
  rapid-storm  ,mage
cosmic,MAGE
viper,tank 
 cosmic	,archer
wizard,mage
shadowviper,asSasSin
cosmicsilver4,mage
   frozenfrozen60   ,assassin
 storm  ,"
warrior
"
frozensilent6,tank
"	braverapid
",mage
furioussilver,warrior
  goldenfalcon,warrior
wolf62,tank
   silent3,tank
iron,HeALER
blade-tiger1,warrior
STEaLth,assassin
reaper,warrior
RAPId,	assassin
stealth_arrow,archer
wizard2,mage
arcanefrozen0,	tANk	
wolf,warrior
golemblade1,healer
	spirit ,ASSAssIN
ancient,assassin
"
shadow4 ",archer
ancient_reaper,warrioräöü
 stormarrow94  ,assassin
wIZARdsIlveR,	archer
ravencrimson,mage
"	silver10
", tank 
lucky,tank
wardenlucky7,healer
arrow5,	warrior  
silversilver,assassin ##
spirit,  tank   
arrow-silent54,mage 
falcon13,warrior
darkcrimson7,assassin
wild,healer
wild,warrior
 knight   ,healer
cosmic,mage
ghost_shadow87 ##,archer
cosmic68,healer
phoenix,assassin
	phoenix-ancien ,assassin
phoenix,assassin
stealthknight, healer	 ##
fuRious_knIGHt,HeAlEr
PhOeNIxSILVER, hEaLer
rapidghost,assassin
dragon.samurai,warrior
knight	,tank
silent,warrior
lucky-reaper8,healer 
silentmystic,assassin
goldenwild3,archer
brave.silent5,   mage	
ravengolden1,healer
ninjablade,WARRior
stealth-mystic,mage
brave5,archer
furioussilver,archer
rapid-cosmic,   warrior   
"
pHOEnIxStealTH   ",archer
rapidsilent,mage ##
cosmic-furious,tank
bladeancient,   mage  
frozensamurai2,tank
ninja5,   archer   
rapid,assassin
wild-raven68,tank
golden9,  warrior   
NeON,tank
spiritstorm,healer
lucky_blade2,archer
lucky2,mage
hunter-arrow6,	healer
spiritdark,tank
lucky,archer
electric!!,tank
silver53,mage
sHaDOwArROw,assassin
furiousmystic6,assassin
rapid7,assassin
"
furious  ", assassin  
reaper,mage
ARroW7,warrior
wizard_spirit,  mage  
electric,healer
cosmic5,"healer
"
rapidwolf3 ,assassin
arcane352,tank
dragon8,  assassin   
dark3, mage	
   furious-phoeni, mage   
furious-lucky,"   assassin
"
knighttiger28, healer   
reaper42,   archer 
falcon7,healer
silentgolem8!!,assassin
tigerfurious0,archer
silent_wizard,healer
reaper,"   healer
"
stealth,  archer  
phoeniX-gHOSt,tank
reaper72,tank
hunter,warrior
frozen183,warrior
silentwild,waRrIOr
spiritraven,assassin
sIlENT6,healer
 electric-samur ,assassin
cosmic.wolf,tAnk
 goldenwild72,archer
brave.wild,tank
storm-mystic10,  mage   
	frOZEn,healer
crimson,archer
ninja,"  ASsASsiN
"
shadow9,mage
ravenwizard284,assassin
cosmic8,"
tank	"
raven9,"
healer
"
goldenwild,archer 	
ghostfurious1,archer
knight14,   assassin 
viper.lucky,archer
raven5,assassin
ninja,mage
brave_wizard  ,warrior
ancientarrow,warrior
spiritwolf,archer
golden,assassin
goldenphoenix9,tankäöü
brave,waRriOR
dragoncrimson8, assassin
SIlVEr4,archer
golden72,	TanK 
neonsilver3,tank
KNIght-gOLdEn1,healer
