playername,role
viperrapid,archer
viperrapid9,mage
viperraven39,assassin
viperreaper,healer
viperreaper4,tank
viperreaper533,archer
vipersamurai4,archer
vipersilent,archer
vipersilent7,warrior
vipersilver,mage
viperspirit,assassin
viperstealth,mage
viperstorm,mage
viperstorm8,warrior
viperviper,mage
viperwild,archer
viperwizard9,mage
viperwizard92,tank
viperwolf,healer
warden,assassin
warden-frozen1,warrior
warden-furious,warrior
warden-golem,warrior
warden-mystic,assassin
warden-ninja,healer
warden-silent,archer
warden-wild0,warrior
warden-wizard,mage
warden.cosmic6,assassin
warden.furious,archer
warden.neon,tank
warden.rapid ##,archer
warden.wild5,mage
warden0,assassin
warden1,tank
warden2,mage
warden21,warrior
warden224,assassin
warden3,warrior
warden33,tank
warden37,healer
warden4,healer
warden53,warrior
warden54,warrior
warden68,mage
warden7,assassin
warden843,archer
warden9,assassin
warden94 ##,healer
warden_lucky,mage
wardencosmic0,archer
wardencrimson,archer
wardencrimson4,assassin
wardendark,tank
wardendark5,mage
wardendragon,archer
wardenelectric,tank
wardenfrozen,tank
"wardenfrozen4
 ##",archer
wardenfurious0,assassin
wardenfurious5,archer
wardengolden1,healer
wardeniron,warrior
wardenknight,assassin
wardenknight2,archer
wardenmystic4,assassin
wardenrapid,archer
wardenrapid16,mage
wardensamurai4,warrior
wardensilent,archer
wardenstealth ##,assassin
wardenstealth7,mage
wardenwild979,tank
wardenwizard,warrior
wardenäöü,healer
wild,healer
"wild
äöü",healer
wild-arrow0,mage
wild-frozen4,healer
wild-furious8,tank
wild-golden,healer
wild-golden0,tank
wild-golem,mage
wild-iron3,archer
wild-mystic4,healer
wild-neon29,healer
wild-phoenix,tank
wild-phoenix9,tank
wild-stealth5,assassin
wild.frozen,warrior
wild.golden741,mage
wild.spirit  äöü,archer
wild.wild!!,warrior
wild0,warrior
wild1,archer
wild2,warrior
wild223äöü,warrior
wild3,healer
wild382,tank
wild386,warrior
wild4,tank
wild4äöü,assassin
wild503,warrior
wild577,tank
wild59,assassin
wild6,mage
wild664,healer
wild7,assassin
wild8,healer
wild82,archer
wild9,healer
wild90,warrior
wild93,assassin
wild_ancient,assassin
wild_ancient35,assassin
wild_arcane,tank
wild_arcane0,archer
wild_blade,healer
wild_dark953äöü,healer
wild_furious,archer
wild_ghost35,archer
wild_ghost690,tank
wild_raven0,archer
wild_silent6,warrior
wild_spirit,warrior
wildancient4,tank
wildarrow,assassin
wildarrow51,warrior
wildbrave9,assassin
wildcosmic,archer
wildcosmic9,assassin
wildcrimson92,mage
wilddark0,warrior
wilddragon,warrior
wilddragon3,tank
wildelectric,warrior
wildfalcon,assassin
wildfrozen,assassin
wildfurious2,healer
wildfurious7,archer
wildghost,healer
wildgolden,tank
wildgolden7,tank
wildhunter1,healer
wildiron,mage
wildknight,tank
wildknight35,tank
wildknight8,archer
wildlucky1,warrior
wildmystic,healer
wildneon,mage
wildneon28,archer
wildninja,archer
wildninja3,assassin
wildphoenix,assassin
wildrapid782,tank
wildrapid9,archer
wildraven,tank
wildsamurai,mage
wildshadow,assassin
wildsilver,mage
wildstealth,mage
wildtiger5,archer
wildviper9,healer
wildwarden,mage
wildäöü,warrior
wizard,assassin
wizard ##,mage
wizard-arcane,healer
wizard-cosmic5,healer
wizard-phoenix,warrior
wizard-shadow,warrior
wizard.arrow2,healer
wizard.brave,warrior
wizard.golden,tank
wizard.rapid,warrior
wizard.silver3,mage
wizard.spirit,healer
wizard.wild,warrior
wizard.wizard5,tank
wizard0,tank
wizard1,tank
wizard10,archer
wizard12,healer
wizard2,mage
wizard3,assassin
wizard4,archer
wizard464,warrior
wizard47,mage
wizard5,warrior
wizard51,warrior
wizard6,tank
wizard7,archer
wizard7!!,assassin
wizard8,healer
wizard87,healer
wizard89,mage
wizard9,assassin
wizard929,assassin
wizard979,warrior
wizard_ancient,mage
wizard_brave,archer
wizard_falcon,mage
wizard_furious,archer
wizard_ghost,archer
wizard_raven,assassin
wizardarcane82,tank
wizardarrow5,mage
wizardblade0,warrior
wizardcosmic38,warrior
wizarddragon3,assassin
wizardgolden,mage
wizardgolden3,assassin
wizardgolem,tank
wizardhunter,assassin
wizardhunter1,archer
wizardraven4,mage
wizardsamurai0,tank
wizardshadow,archer
wizardsilent5,tank
wizardsilver65,archer
wizardstorm49,tank
wizardtiger,assassin
wizardwarden,archer
wizardwolf71,tank
wolf,healer
wolf  ##,assassin
wolf!!,warrior
wolf-golden6,healer
wolf-phoenix,assassin
wolf-tiger,mage
wolf.arcane8,warrior
wolf.crimson,archer
wolf.dragon,mage
wolf.electric7,mage
wolf.ninja,tank
wolf1,mage
wolf2,assassin
wolf229,mage
wolf237,assassin
wolf3,tank
wolf33,healer
wolf4,mage
wolf59,warrior
wolf5äöü,mage
wolf6,archer
wolf7,archer
wolf75,mage
wolf76,mage
wolf8,assassin
wolf847,archer
wolf85,tank
wolf87,tank
wolf9,assassin
wolf9!!,mage
wolf_dark9,healer
wolf_electric,tank
wolf_golem3,mage
wolf_rapid,archer
wolf_rapid54,archer
wolfancient,healer
wolfcosmic,healer
wolfcrimson,warrior
wolfcrimson8!!,warrior
wolfdragon30,mage
wolfelectric86,assassin
wolffalcon28,warrior
wolffurious,assassin
wolffurious5,healer
wolfgolden,mage
wolfgolden2,assassin
wolfknight,tank
wolfninja55,assassin
wolfrapid,tank
wolfraven,archer
wolfreaper,archer
wolfsamurai,assassin
wolfsamurai1,healer
wolfshadow,mage
wolfshadow6,warrior
wolfshadow8,assassin
wolfsilver,healer
wolfstorm5,warrior
wolftiger2,mage
wolfviper9,mage
wolfwarden5,tank
wolfwizard8,mage
